5.000000000000000278e-02 1.439117861213046875e+12 3.453885746031361250e+14
1.000000000000000056e-01 3.513102313322676420e+08 4.215947706864524841e+10
1.500000000000000222e-01 2.704667520843266975e+06 2.165050461280161738e+08
2.000000000000000111e-01 8.519252530376838695e+04 5.129122360222174786e+06
2.500000000000000000e-01 5.741115391529137014e+03 2.792572824110353831e+05
3.000000000000000444e-01 6.097299851634993502e+02 2.541641655858984814e+04
3.500000000000000333e-01 8.361145460856451450e+01 3.215187159362255443e+03
4.000000000000000222e-01 1.182135763484787461e+01 4.909715351135639594e+02
4.500000000000000111e-01 6.127362506879299175e-01 7.568480306041007566e+01
5.000000000000000000e-01 -9.282685167110780178e-01 5.747684990776264158e+00
5.500000000000000444e-01 -8.672199526941838377e-01 -4.617703418588431141e+00
6.000000000000000888e-01 -6.216337276139378698e-01 -4.653721420964559208e+00
6.500000000000000222e-01 -4.214245782747920166e-01 -3.338065699542562381e+00
7.000000000000000666e-01 -2.839146786762335450e-01 -2.222912877678579591e+00
7.500000000000000000e-01 -1.931823745748241505e-01 -1.459553281473000341e+00
8.000000000000000444e-01 -1.334988561520824568e-01 -9.641179437104254735e-01
8.500000000000000888e-01 -9.383968968396053101e-02 -6.455178093393973970e-01
9.000000000000000222e-01 -6.708823044360509580e-02 -4.392257882612284337e-01
9.500000000000000666e-01 -4.874323384400377351e-02 -3.038763214696424964e-01
1.000000000000000000e+00 -3.595333627030975615e-02 -2.136791328669596923e-01
1.050000000000000044e+00 -2.689334952355101546e-02 -1.525939582319907617e-01
1.100000000000000089e+00 -2.037834393305985176e-02 -1.105634316545936885e-01
1.150000000000000133e+00 -1.562709857577949946e-02 -8.120098739241690677e-02
1.200000000000000178e+00 -1.211646446652670656e-02 -6.039157332687487834e-02
1.250000000000000000e+00 -9.490744243369590716e-03 -4.544337354222592607e-02
1.300000000000000044e+00 -7.504546640996238686e-03 -3.456898540493116845e-02
1.350000000000000089e+00 -5.986226382603132209e-03 -2.656419531389548130e-02
1.400000000000000133e+00 -4.814149057847681712e-03 -2.060635431570560089e-02
1.450000000000000178e+00 -3.901058675248280250e-03 -1.612601750675201479e-02
1.500000000000000000e+00 -3.183637568213571693e-03 -1.272406373536336989e-02
1.550000000000000044e+00 -2.615440546899994168e-03 -1.011743889218270215e-02
1.600000000000000089e+00 -2.162051758824925975e-03 -8.103162421102481569e-03
1.650000000000000133e+00 -1.797724920749981794e-03 -6.534143953622041645e-03
1.700000000000000178e+00 -1.503025913454312688e-03 -5.302736794704720168e-03
1.750000000000000000e+00 -1.263160783120746353e-03 -4.329423379448425584e-03
1.800000000000000044e+00 -1.066777726384091204e-03 -3.554945642142592465e-03
1.850000000000000089e+00 -9.051003759705098699e-04 -2.934774265013569052e-03
1.900000000000000133e+00 -7.712950174630847644e-04 -2.435183163484902751e-03
1.950000000000000178e+00 -6.600045832164152170e-04 -2.030437099913730455e-03
2.000000000000000000e+00 -5.670026394595366901e-04 -1.700758786938803314e-03
2.050000000000000266e+00 -4.889344597011383801e-04 -1.430846961907508664e-03
2.100000000000000089e+00 -4.231218261677932384e-04 -1.208787383614905479e-03
2.149999999999999911e+00 -3.674148341454134300e-04 -1.025246421927879844e-03
2.200000000000000178e+00 -3.200786239961044151e-04 -8.728695373035726948e-04
2.250000000000000000e+00 -2.797062536414685681e-04 -7.458294607909941648e-04
2.300000000000000266e+00 -2.451512686427154250e-04 -6.394845578093130136e-04
2.350000000000000089e+00 -2.154752117823761611e-04 -5.501188617496022802e-04
2.400000000000000355e+00 -1.899065340161787375e-04 -4.747430502497047519e-04
2.450000000000000178e+00 -1.678082584660833647e-04 -4.109411905110616327e-04
2.500000000000000000e+00 -1.486524026284723231e-04 -3.567520701625879272e-04
2.550000000000000266e+00 -1.319996471223096714e-04 -3.105768174275401689e-04
2.600000000000000089e+00 -1.174830987864286763e-04 -2.711066178030822004e-04
2.650000000000000355e+00 -1.047952650435708737e-04 -2.372658769242786748e-04
2.700000000000000178e+00 -9.367755908596909424e-05 -2.081673174800090936e-04
2.750000000000000000e+00 -8.391180888325413644e-05 -1.830763430051741026e-04
2.800000000000000266e+00 -7.531335984027909020e-05 -1.613826322832031515e-04
2.850000000000000089e+00 -6.772545034346121853e-05 -1.425774018110431381e-04
2.900000000000000355e+00 -6.101460820708792630e-05 -1.262351313839148018e-04
2.950000000000000178e+00 -5.506686918561418690e-05 -1.119988192092012690e-04
3.000000000000000000e+00 -4.978465999295667217e-05 -9.956803989100479870e-05
3.050000000000000266e+00 -4.508422046445444923e-05 -8.868923719360288424e-05
3.100000000000000089e+00 -4.089346471826800717e-05 -7.914780556307000523e-05
3.150000000000000355e+00 -3.715020101395679724e-05 -7.076160878397111951e-05
3.200000000000000178e+00 -3.380064567779392736e-05 -6.337565746294234663e-05
3.250000000000000000e+00 -3.079817889162539570e-05 -5.685772421090312158e-05
3.300000000000000266e+00 -2.810230003387348820e-05 -5.109472017278137058e-05
3.350000000000000089e+00 -2.567774816381037265e-05 -4.598969175613945430e-05
3.400000000000000355e+00 -2.349375957598106560e-05 -4.145932419071567202e-05
3.450000000000000178e+00 -2.152343944876069275e-05 -3.743186055533048094e-05
3.500000000000000000e+00 -1.974322872533446625e-05 -3.384536240019043541e-05
3.550000000000000266e+00 -1.813245069714549974e-05 -3.064625204513514705e-05
3.600000000000000089e+00 -1.667292446637807875e-05 -2.778808780132783571e-05
3.650000000000000355e+00 -1.534863466937001636e-05 -2.523053233062200028e-05
3.700000000000000178e+00 -1.414544864510892704e-05 -2.293848157969865484e-05
3.750000000000000000e+00 -1.305087371006734037e-05 -2.088132756214591425e-05
3.800000000000000266e+00 -1.205384841462108201e-05 -1.903233299133753735e-05
3.850000000000000089e+00 -1.114456265675304114e-05 -1.736809961117112539e-05
3.900000000000000355e+00 -1.031430235540798172e-05 -1.586811520508061440e-05
3.950000000000000178e+00 -9.555315070682953823e-06 -1.451436682473094395e-05
4.000000000000000000e+00 -8.860693526769114546e-06 -1.329100987860096218e-05
4.049999999999999822e+00 -8.224274467037140696e-06 -1.218408444517678695e-05
4.100000000000000533e+00 -7.640550665767927938e-06 -1.118127159606136741e-05
4.150000000000000355e+00 -7.104594251508267336e-06 -1.027168368742770342e-05
4.200000000000000178e+00 -6.611989774072527974e-06 -9.445683549350760133e-06
4.250000000000000000e+00 -6.158775679968306663e-06 -8.694728308329684427e-06
4.299999999999999822e+00 -5.741393056993557792e-06 -8.011234248441255238e-06
4.350000000000000533e+00 -5.356640674095850716e-06 -7.388459675134118362e-06
4.400000000000000355e+00 -5.001635482371270914e-06 -6.820403212271815585e-06
4.450000000000000178e+00 -4.673777861497656516e-06 -6.301715353637608553e-06
4.500000000000000000e+00 -4.370720996406073383e-06 -5.827621417784645568e-06
4.549999999999999822e+00 -4.090343854466335348e-06 -5.393854330551472942e-06
4.600000000000000533e+00 -3.830727306281725878e-06 -4.996595891552989872e-06
4.650000000000000355e+00 -3.590132995340587805e-06 -4.632425376734287401e-06
4.700000000000000178e+00 -3.366984614914632952e-06 -4.298274494606014815e-06
4.750000000000000000e+00 -3.159851296111299234e-06 -3.991387853998937615e-06
4.800000000000000711e+00 -2.967432850039584502e-06 -3.709288220167797060e-06
4.850000000000000533e+00 -2.788546640610531455e-06 -3.449745937234929527e-06
4.900000000000000355e+00 -2.622115893382696482e-06 -3.210751981112919670e-06
4.950000000000000178e+00 -2.467159270770587929e-06 -2.990494180537245955e-06
